
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Josh Allen,7,460.00,646,409,"4,407",36,15,1,122,763,6,1,0,0,0,1,3,0
Tom Brady,9,454.00,719,485,"5,316",43,12,0,28,81,2,0,0,0,0,0,3,0
Justin Herbert,7,442.00,672,443,"5,014",38,15,5,63,302,3,0,0,0,0,1,1,0
Patrick Mahomes,12,428.00,658,436,"4,839",37,13,1,66,381,2,1,0,0,0,0,4,0
Matthew Stafford,9,405.00,601,404,"4,886",41,17,2,32,43,0,0,0,0,0,0,2,0
Aaron Rodgers,13,393.00,531,366,"4,115",37,4,0,33,101,3,0,1,-4,0,0,0,0
Dak Prescott,7,390.00,596,410,"4,449",37,10,2,48,146,1,1,0,0,0,0,6,0
Joe Burrow,10,372.00,520,366,"4,611",34,14,1,40,118,2,0,0,0,0,0,2,0
Kirk Cousins,7,357.00,561,372,"4,221",33,7,0,29,115,1,0,0,0,0,0,2,0
Kyler Murray,12,335.00,481,333,"3,787",24,10,0,88,423,5,0,0,7,0,0,0,0
Jalen Hurts,14,332.00,432,265,"3,144",16,9,3,139,784,10,0,0,0,0,0,2,0
Carson Wentz,14,304.00,516,322,"3,563",27,7,2,57,215,1,0,0,0,0,0,5,0
Ryan Tannehill,13,295.00,531,357,"3,734",21,14,1,55,270,7,0,0,0,0,0,4,0
Derek Carr,8,294.00,626,428,"4,804",23,14,0,40,108,0,0,0,0,0,0,5,0
Russell Wilson,9,281.00,400,259,"3,113",25,6,1,43,183,2,0,0,0,0,0,1,0
Lamar Jackson,8,262.00,382,246,"2,882",16,13,2,133,767,2,0,0,0,0,0,3,0
Mac Jones,14,261.00,521,352,"3,801",22,13,2,44,129,0,0,0,0,0,0,3,0
Jimmy Garoppolo,6,260.00,441,301,"3,810",20,12,1,38,51,3,0,0,0,0,0,3,0
Ben Roethlisberger,7,258.00,605,390,"3,740",22,10,2,20,5,1,0,0,0,0,0,5,0
Matt Ryan,6,252.00,560,375,"3,968",20,12,0,40,82,1,1,0,0,0,0,4,0
Taylor Heinicke,9,248.00,494,321,"3,419",20,15,0,60,313,1,1,1,-2,0,0,2,0
Teddy Bridgewater,11,230.00,426,285,"3,052",18,7,1,30,106,2,0,0,0,0,0,1,0
Jared Goff,11,227.00,494,332,"3,245",19,8,4,17,87,0,0,0,0,0,0,6,0
Trevor Lawrence,7,212.00,602,359,"3,641",12,17,2,73,334,2,0,0,0,0,0,5,0
Baker Mayfield,13,205.00,418,253,"3,010",17,13,2,37,134,1,0,0,11,0,0,3,0
Tua Tagovailoa,14,204.00,388,263,"2,653",16,10,1,42,128,3,0,0,0,0,0,1,0
Davis Mills,10,182.00,394,263,"2,664",16,10,1,18,44,0,1,0,0,0,0,1,0
Daniel Jones,10,177.00,361,232,"2,428",10,7,1,62,298,2,2,1,16,0,0,3,0
Sam Darnold,6,170.00,406,243,"2,527",9,13,1,48,222,5,0,0,0,0,0,4,0
Zach Wilson,6,163.00,383,213,"2,334",9,11,1,29,185,4,1,0,0,0,0,1,0
Jameis Winston,6,141.00,161,95,"1,170",14,3,0,32,166,1,0,0,0,0,0,1,0
Justin Fields,10,135.00,270,159,"1,870",7,10,0,72,420,2,0,0,0,0,0,5,0
Trevor Siemian,6,108.00,188,108,"1,154",11,3,0,9,20,1,0,0,0,0,0,1,0
Andy Dalton,10,96.00,236,149,"1,515",8,9,2,16,76,0,0,0,0,0,0,1,0
Cam Newton,13,90.00,126,69,684,4,5,1,47,230,5,0,0,0,0,0,1,0
Tyrod Taylor,10,87.00,150,91,966,5,5,0,19,151,3,0,0,0,0,0,0,0
Tyler Huntley,8,86.00,188,122,"1,081",3,4,0,47,294,2,0,0,0,0,0,3,0
Jacoby Brissett,14,78.00,225,141,"1,283",5,4,1,19,70,1,0,0,0,0,0,3,0
Trey Lance,6,71.00,71,41,603,5,2,0,38,168,1,1,0,0,0,0,0,0
Geno Smith,9,62.00,95,65,702,5,1,0,9,42,1,0,0,0,0,0,1,0
Josh Johnson,8,54.00,85,57,638,5,2,0,9,28,0,1,0,0,0,0,0,0
Drew Lock,11,53.00,111,67,787,2,2,0,10,53,2,0,1,1,0,0,1,0
Mike White,6,53.00,132,88,953,5,8,0,5,-1,0,0,0,0,0,1,0,0
Colt McCoy,12,46.00,99,74,740,3,1,0,22,37,0,0,0,0,0,0,1,0
Gardner Minshew,14,40.00,60,41,439,4,1,0,9,21,0,0,0,0,0,0,0,0
Mike Glennon,10,36.00,167,90,790,4,10,0,7,33,1,0,0,0,0,0,3,0
Case Keenum,13,33.00,72,47,462,3,1,0,12,22,0,0,0,0,0,0,1,0
Cooper Rush,7,30.00,47,30,422,3,1,0,9,-8,0,0,0,0,0,0,1,0
Tim Boyle,9,29.00,94,61,526,3,6,1,2,13,0,0,0,0,0,0,0,0
Joe Flacco,6,29.00,42,27,338,3,0,0,2,3,0,0,0,0,0,0,1,0
Jordan Love,13,23.00,62,36,411,2,3,0,12,27,0,1,0,0,0,0,1,0
Nick Foles,10,18.00,35,24,250,1,0,1,4,8,0,0,0,0,0,0,0,0
Mason Rudolph,7,18.00,58,35,277,1,1,0,5,53,0,0,0,0,0,0,0,0
Brandon Allen,10,17.00,34,17,149,2,0,0,7,-1,0,0,0,0,0,0,0,0
Phillip Walker,13,15.00,66,36,362,1,3,1,7,13,0,0,0,0,0,0,1,0
Brian Hoyer,14,14.00,11,9,227,1,0,0,11,-8,0,0,0,0,0,0,0,0
Sean Mannion,7,14.00,36,22,189,1,0,0,2,14,0,0,0,0,0,0,0,0
Jake Fromm,10,13.00,60,27,210,1,3,0,8,65,0,0,0,0,0,0,1,0
Marcus Mariota,8,12.00,2,1,4,0,0,0,13,87,1,0,0,0,0,0,0,0
Nick Mullens,13,11.00,30,20,147,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Allen,9,10.00,19,12,120,1,0,0,2,11,0,0,0,0,0,0,1,0
Garrett Gilbert,9,7.00,31,20,194,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,7,6.00,8,6,43,0,1,0,13,24,1,0,0,0,0,0,0,0
Chad Henne,12,3.00,16,11,82,0,0,0,8,0,0,0,0,0,0,0,0,0
C.J. Beathard,7,1.00,2,2,33,0,0,0,1,2,0,0,0,0,0,0,0,0
Ian Book,6,1.00,20,12,135,0,2,0,3,6,0,0,0,0,0,0,0,0
Blaine Gabbert,9,1.00,11,7,67,0,0,0,9,-7,0,0,0,0,0,0,0,0
Chris Streveler,8,1.00,9,6,36,0,0,0,3,6,0,0,0,0,0,0,0,0
Kurt Benkert,13,0.00,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0
David Blough,9,0.00,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Chase Daniel,7,0.00,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
Sam Ehlinger,14,0.00,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,9,0.00,6,3,13,0,0,0,1,2,0,0,0,0,0,0,0,0
Kellen Mond,7,0.00,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Peterman,8,0.00,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Brett Rypien,11,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis Webb,7,0.00,0,0,0,0,0,0,2,-3,0,0,0,0,0,0,0,0
Logan Woodside,13,0.00,0,0,0,0,0,0,6,-6,0,0,0,0,0,0,0,0
Jacob Eason,9,-1.00,5,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0
