
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Jonathan Taylor,14,322.00,0,0,0,0,0,0,332,"1,811",18,0,40,360,2,0,2,0
Austin Ekeler,7,261.00,0,0,0,0,0,0,206,911,12,1,70,647,8,1,3,0
Joe Mixon,10,235.00,0,0,0,0,0,0,292,"1,205",13,0,42,314,3,0,1,0
Najee Harris,7,211.00,0,0,0,0,0,0,307,"1,200",7,0,74,467,3,0,0,0
James Conner,12,210.00,0,0,0,0,0,0,202,752,15,0,37,375,3,0,0,0
Ezekiel Elliott,7,194.00,1,1,4,0,0,0,237,"1,002",10,3,47,287,2,0,1,0
Damien Harris,14,186.00,0,0,0,0,0,0,202,929,15,0,18,132,0,0,2,0
Nick Chubb,13,184.00,0,0,0,0,0,0,228,"1,259",8,0,20,174,1,0,1,0
Antonio Gibson,9,178.00,0,0,0,0,0,0,258,"1,037",7,1,42,294,3,0,4,0
Alvin Kamara,6,177.00,0,0,0,0,0,0,240,898,4,0,47,439,5,0,0,0
Leonard Fournette,9,173.00,1,0,0,0,0,0,180,812,8,0,69,454,2,0,0,0
Derrick Henry,13,171.00,1,1,5,1,0,0,219,937,10,1,18,154,0,0,0,0
Cordarrelle Patterson,6,170.00,1,0,0,0,0,0,153,618,6,0,52,548,5,0,0,0
Aaron Jones,13,166.00,0,0,0,0,0,0,171,799,4,0,52,391,6,0,1,0
Dalvin Cook,7,164.00,0,0,0,0,0,0,249,"1,159",6,1,34,224,0,0,2,0
Melvin Gordon,11,159.00,0,0,0,0,0,0,203,918,8,0,28,213,2,0,3,0
Josh Jacobs,8,159.00,0,0,0,0,0,0,217,872,9,0,54,348,0,0,2,0
Javonte Williams,11,151.00,0,0,0,0,0,0,203,903,4,0,43,316,3,0,1,0
David Montgomery,10,143.00,1,0,0,0,1,0,225,849,7,0,42,301,0,0,1,0
Devin Singletary,7,142.00,0,0,0,0,0,0,188,870,7,0,40,228,1,0,0,0
AJ Dillon,13,138.00,0,0,0,0,0,0,187,803,5,0,34,313,2,0,1,0
Elijah Mitchell,6,138.00,0,0,0,0,0,0,207,963,5,0,19,137,1,0,0,0
Darrel Williams,12,138.00,0,0,0,0,0,0,144,558,6,0,47,452,2,0,0,0
D'Andre Swift,9,137.00,1,0,0,0,0,0,151,617,5,0,62,452,2,0,1,0
James Robinson,7,131.00,0,0,0,0,0,0,164,767,8,0,31,222,0,0,2,0
Darrell Henderson,11,123.00,0,0,0,0,0,0,149,688,5,0,29,176,3,0,0,0
Sony Michel,11,116.00,0,0,0,0,0,0,208,845,4,0,21,128,1,0,1,0
Myles Gaskin,14,111.00,0,0,0,0,0,0,173,612,3,0,49,234,4,0,1,0
Rashaad Penny,9,108.00,0,0,0,0,0,0,119,749,6,0,6,48,0,0,0,0
Tony Pollard,7,106.00,0,0,0,0,0,0,130,719,2,0,39,337,0,0,0,0
Michael Carter,6,104.00,0,0,0,0,0,0,147,639,4,0,36,325,0,0,1,0
Chuba Hubbard,13,102.00,0,0,0,0,0,0,172,612,5,0,25,174,1,0,1,0
Saquon Barkley,10,101.00,0,0,0,0,0,0,162,593,2,0,41,263,2,0,1,0
Devonta Freeman,8,100.00,0,0,0,0,0,0,133,576,5,0,34,190,1,0,0,0
Clyde Edwards-Helaire,12,92.00,0,0,0,0,0,0,119,517,4,0,19,129,2,1,2,0
Rhamondre Stevenson,14,92.00,0,0,0,0,0,0,133,606,5,0,14,123,0,0,1,0
Chase Edmonds,12,90.00,0,0,0,0,0,0,116,592,2,0,43,311,0,0,1,0
Devontae Booker,10,88.00,0,0,0,0,0,0,145,593,2,0,40,268,1,0,0,0
Mike Davis,6,86.00,0,0,0,0,0,0,138,503,3,0,44,259,1,0,3,0
Alexander Mattison,7,86.00,0,0,0,0,0,0,134,491,3,0,32,228,1,0,1,0
Latavius Murray,8,86.00,0,0,0,0,0,0,119,501,6,0,10,75,0,0,0,0
Christian McCaffrey,13,84.00,0,0,0,0,0,0,99,442,1,0,37,343,1,0,0,0
Miles Sanders,14,84.00,0,0,0,0,0,0,137,754,0,1,26,158,0,0,1,0
Jamaal Williams,9,84.00,0,0,0,0,0,0,153,601,3,0,26,157,0,0,0,0
Kareem Hunt,13,82.00,0,0,0,0,0,0,78,386,5,1,22,174,0,0,0,0
Boston Scott,14,81.00,0,0,0,0,0,0,87,373,7,0,13,83,0,0,1,0
Kenny Gainwell,14,80.00,0,0,0,0,0,0,68,291,5,1,33,253,1,0,1,0
D'Onta Foreman,13,77.00,0,0,0,0,0,0,133,566,3,0,9,123,0,0,1,0
J.D. McKissic,9,77.00,0,0,0,0,0,0,48,212,2,0,43,397,2,0,0,0
D'Ernest Johnson,13,75.00,0,0,0,0,0,0,100,534,3,0,19,137,0,0,0,0
Ty Johnson,6,75.00,0,0,0,0,0,0,61,238,2,0,34,372,2,0,1,0
Brandon Bolden,14,73.00,0,0,0,0,0,0,44,226,1,1,41,405,2,0,0,0
Mark Ingram,6,73.00,0,0,0,0,0,0,160,554,2,0,27,162,0,0,1,0
Zack Moss,7,72.00,0,0,0,0,0,0,96,345,4,0,23,197,1,0,1,0
Rex Burkhead,10,71.00,1,0,0,0,0,0,122,427,3,0,25,186,0,0,0,0
Kenyan Drake,8,63.00,0,0,0,0,0,0,63,254,2,0,30,291,1,0,0,0
Nyheim Hines,14,61.00,0,0,0,0,0,0,56,276,2,0,40,310,1,0,2,0
Ronald Jones II,9,61.00,0,0,0,0,0,0,101,428,4,0,10,64,0,0,2,0
Khalil Herbert,10,58.00,0,0,0,0,0,0,103,433,2,0,14,96,0,0,0,0
Justin Jackson,7,57.00,0,0,0,0,0,0,68,364,2,0,22,178,0,0,1,0
Jordan Howard,14,56.00,0,0,0,0,0,0,86,406,3,0,2,19,0,0,0,0
Alex Collins,9,53.00,0,0,0,0,0,0,108,411,2,0,9,87,0,0,1,0
Dontrell Hilliard,13,51.00,0,0,0,0,0,0,56,350,2,0,19,87,0,0,1,0
Duke Johnson,14,50.00,0,0,0,0,0,0,71,330,3,0,4,41,0,0,0,0
