
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Christian McCaffrey,7,340.00,2,0,0,0,0,0,287,"1,387",15,1,116,"1,005",4,0,0,0
Derrick Henry,11,266.00,0,0,0,0,0,0,303,"1,540",16,0,18,206,2,0,3,0
Aaron Jones,11,255.00,0,0,0,0,0,0,236,"1,084",16,0,49,474,3,0,2,0
Ezekiel Elliott,8,246.00,0,0,0,0,0,0,301,"1,357",12,0,54,420,2,0,2,0
Dalvin Cook,12,229.00,0,0,0,0,0,0,250,"1,135",13,0,53,519,0,0,2,0
Nick Chubb,7,209.00,0,0,0,0,0,0,298,"1,494",8,0,36,278,0,0,3,0
Mark Ingram,8,206.00,0,0,0,0,0,0,202,"1,018",10,2,26,247,5,0,2,0
Austin Ekeler,12,203.00,0,0,0,0,0,0,132,557,3,0,92,993,8,0,2,0
Chris Carson,11,188.00,0,0,0,0,0,0,278,"1,230",7,0,37,266,2,0,4,0
Saquon Barkley,11,181.00,0,0,0,0,0,0,217,"1,003",6,0,52,438,2,0,0,0
Todd Gurley,9,180.00,0,0,0,0,0,0,223,857,12,1,31,207,2,0,2,0
Joe Mixon,9,179.00,0,0,0,0,0,0,278,"1,137",5,0,35,287,3,0,0,0
Leonard Fournette,10,173.00,0,0,0,0,0,0,265,"1,152",3,0,76,522,0,0,1,0
Josh Jacobs,6,164.00,0,0,0,0,0,0,242,"1,150",7,0,20,166,0,0,1,0
Miles Sanders,10,157.00,0,0,0,0,0,0,179,818,3,1,50,509,3,0,1,0
Alvin Kamara,9,156.00,1,1,13,0,0,0,171,797,5,0,81,533,1,0,1,0
Marlon Mack,6,156.00,0,0,0,0,0,0,247,"1,091",8,1,14,82,0,0,0,0
Kenyan Drake,12,153.00,0,0,0,0,0,0,170,817,8,0,50,345,0,1,1,0
Phillip Lindsay,10,150.00,0,0,0,0,0,0,224,"1,011",7,0,35,196,0,0,0,0
Raheem Mostert,4,143.00,0,0,0,0,0,0,137,772,8,0,14,180,2,0,2,0
Le'Veon Bell,4,138.00,0,0,0,0,0,0,245,789,3,0,66,461,1,1,1,0
Carlos Hyde,12,136.00,0,0,0,0,0,0,245,"1,070",6,0,10,42,0,0,2,0
David Montgomery,6,135.00,0,0,0,0,0,0,242,889,6,0,25,185,1,0,2,0
Sony Michel,10,133.00,0,0,0,0,0,0,247,912,7,0,12,94,0,0,1,0
Melvin Gordon,12,131.00,0,0,0,0,0,0,162,612,8,0,42,296,1,0,3,0
Devonta Freeman,9,128.00,0,0,0,0,0,0,184,656,2,0,59,410,4,0,2,0
Ronald Jones II,7,125.00,0,0,0,0,0,0,172,724,6,0,31,309,0,0,2,0
Adrian Peterson,10,118.00,0,0,0,0,0,0,211,898,5,0,17,142,0,0,2,0
James White,10,115.00,1,1,35,0,0,0,67,263,1,1,72,645,5,0,1,0
Latavius Murray,9,110.00,0,0,0,0,0,0,146,637,5,0,34,235,1,0,0,0
Devin Singletary,6,108.00,0,0,0,0,0,0,151,775,2,0,29,194,2,0,1,0
James Conner,7,106.00,0,0,0,0,0,0,116,464,4,0,34,251,3,0,1,0
Tevin Coleman,4,105.00,0,0,0,0,0,0,137,544,6,0,21,180,1,0,0,0
Damien Williams,12,102.00,0,0,0,0,0,0,111,498,5,0,30,213,2,0,1,0
Duke Johnson,10,99.00,0,0,0,0,0,0,83,410,2,0,44,410,3,0,1,0
David Johnson,12,96.00,0,0,0,0,0,0,94,345,2,0,36,370,4,0,1,0
Jamaal Williams,11,96.00,0,0,0,0,0,0,107,460,1,0,39,253,5,0,0,0
Jordan Howard,10,94.00,0,0,0,0,0,0,119,525,6,0,10,69,1,0,0,0
Peyton Barber,7,91.00,0,0,0,0,0,0,154,470,6,1,16,115,1,0,1,0
Royce Freeman,10,87.00,0,0,0,0,0,0,132,496,3,0,43,256,1,0,0,0
LeSean McCoy,6,84.00,0,0,0,0,0,0,101,465,4,0,28,181,1,0,2,0
Gus Edwards,8,76.00,0,0,0,0,0,0,133,711,2,0,7,45,0,0,1,0
Matt Breida,4,75.00,0,0,0,0,0,0,123,623,1,0,19,120,1,0,1,0
Frank Gore,6,71.00,0,0,0,0,0,0,166,599,2,0,13,100,0,0,0,0
