
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Mark Andrews,8,185.00,0,0,0,0,0,0,1,0,0,0,107,"1,361",9,2,0,0
Travis Kelce,12,162.00,0,0,0,0,0,0,2,3,1,0,92,"1,125",9,0,1,0
Dalton Schultz,7,123.00,0,0,0,0,0,0,0,0,0,0,78,808,8,1,0,0
George Kittle,6,122.00,0,0,0,0,0,0,3,20,0,0,71,910,6,0,1,0
Taysom Hill,6,117.00,134,78,978,4,5,0,70,374,5,0,4,52,0,0,0,0
Rob Gronkowski,9,111.00,0,0,0,0,0,0,0,0,0,0,55,802,6,0,0,0
Dawson Knox,7,108.00,0,0,0,0,0,1,0,4,0,0,49,587,9,0,0,0
Hunter Henry,14,106.00,0,0,0,0,0,0,0,0,0,0,50,603,9,0,0,0
Dallas Goedert,14,103.00,0,0,0,0,0,0,0,0,0,0,56,830,4,1,0,0
Kyle Pitts,6,101.00,0,0,0,0,0,0,0,0,0,0,68,"1,026",1,0,0,0
Zach Ertz,12,99.00,0,0,0,0,0,0,1,4,0,0,74,763,5,0,0,0
Pat Freiermuth,7,87.00,0,0,0,0,0,0,0,0,0,0,60,497,7,1,1,0
Mike Gesicki,14,86.00,1,0,0,0,0,0,0,0,0,0,73,780,2,1,0,0
Noah Fant,11,84.00,0,0,0,0,0,0,0,0,0,0,68,670,4,0,0,0
Tyler Higbee,11,79.00,0,0,0,0,0,0,0,0,0,0,61,560,5,0,0,0
T.J. Hockenson,9,79.00,0,0,0,0,0,0,0,0,0,0,61,583,4,1,0,0
Jared Cook,7,76.00,0,0,0,0,0,0,0,0,0,0,48,564,4,2,0,0
Darren Waller,8,74.00,0,0,0,0,0,0,0,0,0,0,55,665,2,0,0,0
C.J. Uzomah,10,72.00,0,0,0,0,0,0,0,0,0,0,49,493,5,0,0,0
Tyler Conklin,7,70.00,0,0,0,0,0,0,0,0,0,0,61,593,3,0,0,0
Gerald Everett,9,66.00,0,0,0,0,0,0,3,20,0,0,48,478,4,0,2,0
David Njoku,13,63.00,0,0,0,0,0,0,1,1,0,0,36,475,4,0,0,0
Cole Kmet,10,54.00,0,0,0,0,0,0,1,0,0,0,60,612,0,0,0,0
Evan Engram,10,51.00,0,0,0,0,0,0,1,-3,0,0,46,408,3,0,1,0
Foster Moreau,8,50.00,0,0,0,0,0,0,0,0,0,0,30,373,3,0,0,0
Mo Alie-Cox,14,49.00,0,0,0,0,0,0,0,0,0,0,24,316,4,0,0,0
Austin Hooper,13,49.00,0,0,0,0,0,0,0,0,0,0,38,345,3,1,0,0
Jack Doyle,14,48.00,0,0,0,0,0,0,0,0,0,0,29,302,3,1,0,0
Cameron Brate,9,42.00,0,0,0,0,0,0,0,0,0,0,30,245,4,0,0,0
Albert Okwuegbunam,11,39.00,0,0,0,0,0,0,0,0,0,0,33,330,2,0,1,0
Anthony Firkser,13,38.00,0,0,0,0,0,0,0,0,0,0,34,291,2,0,1,1
Dan Arnold,7,36.00,0,0,0,0,0,0,0,0,0,0,35,408,0,1,1,0
Harrison Bryant,13,36.00,0,0,0,0,0,0,0,0,0,0,21,233,3,0,0,0
Juwan Johnson,6,36.00,0,0,0,0,0,0,0,0,0,0,13,159,4,0,0,0
Logan Thomas,9,35.00,0,0,0,0,0,0,0,0,0,0,18,196,3,0,1,0
Hayden Hurst,6,34.00,0,0,0,0,0,0,0,0,0,0,26,221,3,0,1,0
Ricky Seals-Jones,9,34.00,0,0,0,0,0,0,0,0,0,0,30,271,2,0,0,0
Jimmy Graham,10,33.00,0,0,0,0,0,0,0,0,0,0,14,167,3,1,0,0
Donald Parham,7,33.00,0,0,0,0,0,0,0,0,0,0,20,190,3,1,0,0
Geoff Swaim,13,32.00,0,0,0,0,0,0,0,0,0,0,31,210,3,0,0,0
Adam Trautman,6,32.00,0,0,0,0,0,0,0,0,0,0,27,263,2,0,1,0
Josiah Deguara,13,31.00,0,0,0,0,0,0,0,0,0,0,25,245,2,0,0,0
Ryan Griffin,6,31.00,0,0,0,0,0,0,0,0,0,0,27,261,2,0,0,0
Brevin Jordan,10,31.00,0,0,0,0,0,0,0,0,0,0,20,178,3,0,0,0
MyCole Pruitt,13,31.00,0,0,0,0,0,0,0,0,0,0,14,145,3,1,0,0
Jonnu Smith,14,29.00,0,0,0,0,0,0,9,40,0,0,28,294,1,0,0,0
Durham Smythe,14,29.00,0,0,0,0,0,0,2,3,0,0,34,357,0,0,0,0
Robert Tonyan,13,28.00,0,0,0,0,0,0,0,0,0,0,18,204,2,0,0,0
Tommy Tremble,13,27.00,0,0,0,0,0,0,3,11,1,0,20,180,1,1,0,0
Kyle Rudolph,10,26.00,0,0,0,0,0,0,0,0,0,0,26,257,1,1,0,0
John Bates,9,25.00,0,0,0,0,0,0,0,0,0,0,20,249,1,0,0,0
James O'Shaughnessy,7,23.00,0,0,0,0,0,0,0,0,0,0,24,244,0,1,0,0
Maxx Williams,12,23.00,0,0,0,0,0,0,0,0,0,0,16,193,1,0,0,0
Brock Wright,9,22.00,0,0,0,0,0,0,0,0,0,0,12,117,2,0,0,0
Will Dissly,9,21.00,0,0,0,0,0,0,0,0,0,0,21,231,1,0,0,0
Blake Jarwin,7,19.00,0,0,0,0,0,0,0,0,0,0,11,96,2,0,0,0
Tyler Kroft,6,19.00,0,0,0,0,0,0,0,0,0,0,16,173,1,0,0,0
Stephen Anderson,7,18.00,0,0,0,0,0,0,0,0,0,0,16,165,1,0,0,0
Eric Ebron,7,18.00,0,0,0,0,0,0,1,1,1,0,12,84,1,0,0,0
Marcedes Lewis,13,18.00,0,0,0,0,0,0,0,0,0,0,23,214,0,0,0,0
Nick Vannett,6,18.00,0,0,0,0,0,0,0,0,0,0,9,133,1,0,0,0
O.J. Howard,9,16.00,0,0,0,0,0,0,0,0,0,0,14,135,1,0,0,0
Jordan Akins,10,15.00,0,0,0,0,0,0,1,3,0,0,24,214,0,0,2,0
Joe Fortson,12,15.00,0,0,0,0,0,0,0,0,0,0,5,47,2,0,0,0
Zach Gentry,7,14.00,0,0,0,0,0,0,0,0,0,0,19,167,0,0,0,0
Ian Thomas,13,14.00,0,0,0,0,0,0,0,0,0,0,18,188,0,0,0,0
Jesper Horsted,10,13.00,0,0,0,0,0,0,0,0,0,0,2,21,2,0,0,0
Pharaoh Brown,10,12.00,0,0,0,0,0,0,0,0,0,0,23,171,0,0,1,0
Jesse James,10,11.00,0,0,0,0,0,0,0,0,0,0,7,62,1,0,0,0
Chris Manhertz,7,11.00,0,0,0,0,0,0,0,0,0,0,6,71,1,0,0,0
Ross Dwelley,6,10.00,0,0,0,0,0,0,0,0,0,0,4,51,1,0,0,0
Jacob Hollister,7,10.00,0,0,0,0,0,0,0,0,0,0,9,55,1,0,0,0
Lee Smith,6,10.00,0,0,0,0,0,0,0,0,0,0,9,65,1,0,0,0
Tommy Sweeney,7,10.00,0,0,0,0,0,0,0,0,0,0,9,44,1,0,0,0
Antony Auclair,10,9.00,0,0,0,0,0,0,0,0,0,0,5,47,1,0,0,0
Chris Herndon IV,7,8.00,0,0,0,0,0,0,0,0,0,0,4,40,1,0,0,0
Tyree Jackson,14,8.00,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0
Sean McKeon,7,8.00,0,0,0,0,0,0,0,0,0,0,4,27,1,0,0,0
Eric Saubert,11,8.00,0,0,0,0,0,0,0,0,0,0,8,47,1,0,0,0
Adam Shaheen,14,8.00,0,0,0,0,0,0,0,0,0,0,12,110,0,0,0,0
Noah Gray,12,7.00,0,0,0,0,0,0,0,0,0,0,7,36,1,0,0,0
Blake Bell,12,6.00,0,0,0,0,0,0,4,10,0,0,9,87,0,0,0,0
Kylen Granson,14,6.00,0,0,0,0,0,0,0,0,0,0,11,106,0,0,0,0
Drew Sample,10,4.00,0,0,0,0,0,0,0,0,0,0,11,81,0,0,0,0
Charlie Woerner,6,4.00,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
Luke Farrell,7,3.00,0,0,0,0,0,0,0,0,0,0,7,56,0,0,0,0
Darren Fells,9,3.00,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0
Garrett Griffin,6,3.00,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0
Parker Hesse,6,3.00,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0
Tre' McKitty,7,3.00,0,0,0,0,0,0,0,0,0,0,6,45,0,0,0,0
Josh Oliver,8,3.00,0,0,0,0,0,0,0,0,0,0,9,66,0,0,0,0
Jeremy Sprinkle,7,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Kenny Yeboah,6,3.00,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0
Kendall Blanton,11,2.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0
Daniel Brown,6,2.00,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
Dominique Dafney,13,2.00,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0
Tyler Davis,13,2.00,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
Tommy Hudson,13,2.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Colby Parkinson,9,2.00,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0
Kaden Smith,10,2.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
Trevon Wesco,6,2.00,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0
Shane Zylstra,9,2.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
Derek Carrier,8,1.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Richard Rodgers,14,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Mitchell Wilcox,10,1.00,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0
Nick Boyle,8,0.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Cethan Carter,14,0.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Darrell Daniels,12,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Demetrius Harris,12,0.00,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0
Daniel Helm,8,0.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
Brycen Hopkins,11,0.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Hunter Long,14,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
John Mundt,11,0.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Kevin Rader,7,0.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
Luke Stocker,7,0.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Jack Stoll,14,0.00,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0
Eric Tomlinson,8,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Ethan Wolf,6,0.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
