
Player,Bye,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Cooper Kupp,11,285.00,1,0,0,0,0,0,4,18,0,0,145,"1,947",16,1,0,0
Deebo Samuel,6,252.00,2,1,24,1,0,0,59,365,8,0,77,"1,405",6,0,2,0
Davante Adams,13,214.00,0,0,0,0,0,0,0,0,0,0,123,"1,553",11,0,0,0
Ja'Marr Chase,10,214.00,0,0,0,0,0,0,7,21,0,0,81,"1,455",13,0,1,0
Justin Jefferson,7,213.00,4,2,35,0,0,0,6,14,0,0,108,"1,616",10,0,1,0
Mike Evans,9,180.00,0,0,0,0,0,0,1,10,0,0,74,"1,035",14,0,0,0
Stefon Diggs,7,176.00,0,0,0,0,0,0,0,0,0,0,103,"1,225",10,0,0,0
Tyreek Hill,12,175.00,0,0,0,0,0,0,9,96,0,0,111,"1,239",9,0,1,0
Mike Williams,7,163.00,0,0,0,0,0,0,0,0,0,0,76,"1,146",9,1,0,0
Diontae Johnson,7,162.00,0,0,0,0,0,0,5,53,0,0,107,"1,161",8,1,2,0
D.K. Metcalf,9,162.00,0,0,0,0,0,0,1,6,0,0,75,967,12,0,0,0
Tyler Lockett,9,161.00,0,0,0,0,0,0,2,9,0,0,73,"1,175",8,1,0,0
Hunter Renfrow,8,149.00,0,0,0,0,0,0,3,3,0,0,103,"1,038",9,0,1,0
CeeDee Lamb,7,146.00,0,0,0,0,0,0,9,76,0,0,79,"1,102",6,0,0,0
Keenan Allen,7,145.00,1,0,0,0,0,1,0,0,0,0,106,"1,138",6,0,0,0
Tee Higgins,10,140.00,0,0,0,0,0,0,0,0,0,0,74,"1,091",6,1,1,0
Michael Pittman,14,140.00,0,0,0,0,0,0,5,44,0,0,88,"1,082",6,1,0,0
Chris Godwin,9,139.00,0,0,0,0,0,0,4,21,1,0,98,"1,103",5,0,2,0
D.J. Moore,13,136.00,0,0,0,0,0,0,8,48,0,0,93,"1,157",4,1,1,0
Jaylen Waddle,14,136.00,0,0,0,0,0,0,2,3,1,0,104,"1,015",6,0,1,0
Brandin Cooks,10,133.00,0,0,0,0,0,0,2,21,0,0,90,"1,037",6,0,0,0
