,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Player,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
Kyler Murray,44.00,26,21,283,3,0,0,11,106,1,0,0,0,0,0,1,0
Josh Allen,41.00,38,31,415,3,0,0,7,14,1,0,0,0,0,0,0,0
Patrick Mahomes,38.00,45,30,372,4,0,0,1,6,0,0,0,0,0,0,0,0
Dalvin Cook,36.00,0,0,0,0,0,0,22,206,2,0,2,46,0,0,0,0
Aaron Rodgers,36.00,31,25,305,4,0,0,1,7,0,0,0,0,0,0,0,0
Drew Lock,32.00,48,25,313,2,1,0,7,47,1,0,0,0,0,0,0,0
Drew Brees,31.00,32,26,222,4,0,0,2,-2,0,0,0,0,0,0,1,0
Teddy Bridgewater,31.00,49,36,310,2,0,0,2,19,1,0,0,0,0,0,0,0
Ben Roethlisberger,30.00,42,29,306,3,0,0,1,8,0,0,0,0,0,0,0,0
Matt Ryan,28.00,35,25,284,3,1,0,3,10,0,0,0,0,0,0,0,0
Deshaun Watson,28.00,32,19,281,2,0,0,10,50,0,0,0,0,0,0,0,0
Justin Herbert,27.00,42,28,326,2,0,0,5,24,0,0,0,0,0,0,0,0
Russell Wilson,27.00,41,28,390,2,2,0,2,5,1,0,0,0,0,0,2,0
Kirk Cousins,26.00,20,13,220,3,0,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,26.00,25,18,262,3,1,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,26.00,0,0,0,0,0,0,18,69,1,0,10,82,1,0,0,0
Nick Foles,25.00,52,36,335,2,0,0,2,2,0,0,0,0,0,0,0,0
Richie James,24.00,0,0,0,0,0,0,0,0,0,0,9,184,1,0,0,0
Tua Tagovailoa,24.00,28,20,248,2,0,0,7,35,0,0,0,0,0,0,0,0
Davante Adams,23.00,0,0,0,0,0,0,0,0,0,0,10,173,1,0,0,0
Tyreek Hill,23.00,0,0,0,0,0,0,1,8,0,0,9,113,2,0,0,0
Jake Luton,23.00,38,26,304,1,1,0,1,13,1,0,0,0,0,0,0,0
Cam Newton,23.00,35,27,274,0,0,0,10,16,2,0,0,0,0,0,0,0
Breshad Perriman,22.00,0,0,0,0,0,0,0,0,0,0,5,101,2,0,0,0
D.J. Chark,20.00,0,0,0,0,0,0,0,0,0,0,7,146,1,0,0,0
Derek Carr,18.00,23,13,165,2,0,0,2,14,0,0,0,0,0,0,1,0
Jerry Jeudy,18.00,0,0,0,0,0,0,0,0,0,0,7,125,1,0,0,0
Christian Kirk,18.00,0,0,0,0,0,0,0,0,0,0,5,123,1,0,0,0
Ryan Tannehill,18.00,21,10,158,2,0,0,3,3,0,0,0,0,0,0,0,0
Lamar Jackson,17.00,23,19,170,0,0,0,13,58,1,0,0,0,0,0,0,0
Terry McLaurin,17.00,0,0,0,0,0,0,0,0,0,0,7,115,1,0,0,0
Curtis Samuel,17.00,0,0,0,0,0,0,3,13,0,0,9,105,1,0,0,0
Marquez Valdes-Scantling,17.00,0,0,0,0,0,0,0,0,0,0,2,53,2,0,0,0
Keenan Allen,16.00,0,0,0,0,0,0,0,0,0,0,9,103,1,0,0,0
A.J. Brown,16.00,0,0,0,0,0,0,0,0,0,0,4,101,1,0,0,0
Will Fuller,16.00,0,0,0,0,0,0,0,0,0,0,5,100,1,0,0,0
D.K. Metcalf,16.00,0,0,0,0,0,0,0,0,0,0,7,108,1,0,0,0
Jakobi Meyers,16.00,0,0,0,0,0,0,0,0,0,0,12,169,0,0,0,0
Olamide Zaccheaus,16.00,0,0,0,0,0,0,0,0,0,0,4,103,1,0,0,0
Garrett Gilbert,15.00,38,21,243,1,1,0,3,28,0,0,0,0,0,0,0,0
Travis Kelce,15.00,0,0,0,0,0,0,0,0,0,0,10,159,0,0,0,0
James Robinson,15.00,0,0,0,0,0,0,25,99,1,0,0,0,0,0,0,0
JuJu Smith-Schuster,15.00,0,0,0,0,0,0,0,0,0,0,6,93,1,0,0,0
Brandin Cooks,14.00,0,0,0,0,0,0,0,0,0,0,3,83,1,0,0,0
Daniel Jones,14.00,34,23,212,1,0,0,6,4,0,0,0,0,0,0,0,0
Nick Mullens,14.00,35,22,291,1,1,0,1,0,0,0,0,0,0,0,1,0
Kalen Ballage,13.00,0,0,0,0,0,0,15,69,1,0,2,15,0,0,0,0
Gabriel Davis,13.00,0,0,0,0,0,0,0,0,0,0,4,70,1,0,0,0
David Moore,13.00,0,0,0,0,0,0,0,0,0,0,4,71,1,0,0,0
Alex Smith,13.00,32,24,325,1,3,0,0,0,0,0,0,0,0,0,0,0
Irv Smith,13.00,0,0,0,0,0,0,0,0,0,0,2,10,2,0,0,0
Devontae Booker,12.00,0,0,0,0,0,0,8,68,1,0,0,0,0,0,0,0
Rex Burkhead,12.00,0,0,0,0,0,0,12,56,1,0,3,11,0,0,0,0
Wayne Gallman,12.00,0,0,0,0,0,0,14,68,1,0,1,9,0,0,0,0
Josh Jacobs,12.00,0,0,0,0,0,0,14,65,1,0,1,3,0,0,0,0
Duke Johnson,12.00,0,0,0,0,0,0,16,41,1,0,4,32,0,0,1,0
CeeDee Lamb,12.00,0,0,0,0,0,0,0,0,0,0,4,71,1,0,1,0
Jerick McKinnon,12.00,0,0,0,0,0,0,12,52,1,0,3,16,0,0,0,0
Preston Williams,12.00,0,0,0,0,0,0,0,0,0,0,4,60,1,0,0,0
Nelson Agholor,11.00,0,0,0,0,0,0,0,0,0,0,2,55,1,0,0,0
Stefon Diggs,11.00,0,0,0,0,0,0,0,0,0,0,9,118,0,0,0,0
Jimmy Graham,11.00,0,0,0,0,0,0,0,0,0,0,6,55,1,0,0,0
Todd Gurley,11.00,0,0,0,0,0,0,19,53,1,0,2,2,0,0,0,0
Julio Jones,11.00,0,0,0,0,0,0,0,0,0,0,5,54,1,0,0,0
Cam Sims,11.00,0,0,0,0,0,0,0,0,0,0,3,110,0,0,0,0
Evan Engram,10.00,0,0,0,0,0,0,0,0,0,0,5,48,1,0,0,0
Antonio Gibson,10.00,0,0,0,0,0,0,6,20,1,0,3,35,0,0,1,0
Marvin Jones,10.00,0,0,0,0,0,0,0,0,0,0,3,43,1,0,0,0
Alvin Kamara,10.00,0,0,0,0,0,0,9,40,1,0,5,9,0,0,0,0
Zack Moss,10.00,0,0,0,0,0,0,9,18,1,0,2,30,0,0,0,0
Matthew Stafford,10.00,32,23,211,1,2,0,0,0,0,0,0,0,0,0,0,0
John Brown,9.00,0,0,0,0,0,0,0,0,0,0,8,99,0,0,0,0
DeeJay Dallas,9.00,0,0,0,0,0,0,7,31,1,0,2,8,0,0,0,0
Clyde Edwards-Helaire,9.00,0,0,0,0,0,0,5,14,0,0,3,20,1,0,0,0
T.J. Hockenson,9.00,0,0,0,0,0,0,0,0,0,0,5,39,1,0,0,0
Ryan Nall,9.00,0,0,0,0,0,0,0,0,0,0,4,35,1,0,0,0
Emmanuel Sanders,9.00,0,0,0,0,0,0,0,0,0,0,4,38,1,0,0,0
Jonnu Smith,9.00,0,0,0,0,0,0,0,0,0,0,2,32,1,0,0,0
D'Andre Swift,9.00,0,0,0,0,0,0,13,64,0,0,3,33,0,0,0,0
Adam Trautman,9.00,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0
Ameer Abdullah,8.00,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0
Jamison Crowder,8.00,0,0,0,0,0,0,0,0,0,0,2,26,1,0,0,0
Darrell Daniels,8.00,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0
Eric Ebron,8.00,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0
Chase Edmonds,8.00,0,0,0,0,0,0,25,70,0,0,3,18,0,0,0,0
Gus Edwards,8.00,0,0,0,0,0,0,11,23,1,0,2,11,0,0,1,0
KJ Hamler,8.00,0,0,0,0,0,0,1,15,0,0,6,75,0,0,0,0
Taysom Hill,8.00,2,2,48,0,0,0,7,54,0,0,1,21,0,0,0,0
Isaiah McKenzie,8.00,0,0,0,0,0,0,1,1,0,0,1,25,1,0,0,0
Tim Patrick,8.00,0,0,0,0,0,0,0,0,0,0,4,29,1,0,0,0
Allen Robinson,8.00,0,0,0,0,0,0,0,0,0,0,7,81,0,0,0,0
Demarcus Robinson,8.00,0,0,0,0,0,0,0,0,0,0,3,34,1,0,1,0
Darren Waller,8.00,0,0,0,0,0,0,0,0,0,0,5,22,1,0,0,0
Mike Williams,8.00,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0
Danny Amendola,7.00,0,0,0,0,0,0,1,2,0,0,7,77,0,0,0,0
Chase Daniel,7.00,13,8,94,1,1,0,1,5,0,0,0,0,0,0,0,0
Damien Harris,7.00,0,0,0,0,0,0,14,71,0,0,0,0,0,0,0,0
Josh Hill,7.00,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0
Mack Hollins,7.00,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0
Travis Homer,7.00,0,0,0,0,0,0,6,16,0,0,3,64,0,0,0,0
Jordan Howard,7.00,0,0,0,0,0,0,10,19,1,0,0,0,0,0,0,0
Diontae Johnson,7.00,0,0,0,0,0,0,1,4,0,0,6,77,0,0,0,0
Aaron Jones,7.00,0,0,0,0,0,0,15,58,0,0,5,21,0,0,0,0
Austin Mack,7.00,0,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0
J.D. McKissic,7.00,0,0,0,0,0,0,3,17,0,0,9,65,0,0,0,0
Philip Rivers,7.00,43,25,227,0,1,0,0,0,0,0,0,0,0,0,0,0
Tre'Quan Smith,7.00,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0
Jonathan Taylor,7.00,0,0,0,0,0,0,6,27,1,0,2,7,0,0,1,0
James Washington,7.00,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0
Robby Anderson,6.00,0,0,0,0,0,0,0,0,0,0,9,63,0,0,0,0
Damiere Byrd,6.00,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0
Chase Claypool,6.00,0,0,0,0,0,0,1,4,0,0,8,69,0,0,0,0
Amari Cooper,6.00,0,0,0,0,0,0,1,8,0,0,5,67,0,0,0,0
Ezekiel Elliott,6.00,0,0,0,0,0,0,18,51,0,0,2,18,0,0,0,0
Tyler Ervin,6.00,0,0,0,0,0,0,8,24,0,0,4,48,0,0,0,0
Mike Evans,6.00,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0
Derrick Henry,6.00,0,0,0,0,0,0,21,68,0,0,0,0,0,0,0,0
Jacob Hollister,6.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
Hayden Hurst,6.00,0,0,0,0,0,0,0,0,0,0,7,62,0,0,0,0
Justin Jefferson,6.00,0,0,0,0,0,0,0,0,0,0,3,64,0,0,0,0
Tyler Kroft,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Marcedes Lewis,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Alexander Mattison,6.00,0,0,0,0,0,0,12,69,0,0,0,0,0,0,0,0
Denzel Mims,6.00,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0
Alfred Morris,6.00,0,0,0,0,0,0,9,67,0,0,1,4,0,0,0,0
Gabe Nabers,6.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
DeVante Parker,6.00,0,0,0,0,0,0,0,0,0,0,6,64,0,0,0,0
Brandon Powell,6.00,0,0,0,0,0,0,1,4,0,0,1,9,1,0,0,0
Hunter Renfrow,6.00,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0
Maxx Williams,6.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
Chris Conley,5.00,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,0
Ross Dwelley,5.00,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0
Larry Fitzgerald,5.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0
Frank Gore,5.00,0,0,0,0,0,0,12,46,0,0,2,13,0,0,0,0
Kerryon Johnson,5.00,0,0,0,0,0,0,4,29,0,0,3,36,0,0,0,0
Tyron Johnson,5.00,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0
Joshua Kelley,5.00,0,0,0,0,0,0,9,28,0,0,5,31,0,0,0,0
Zach Pascal,5.00,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
Michael Pittman,5.00,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0
Tony Pollard,5.00,0,0,0,0,0,0,9,57,0,0,1,1,0,0,0,0
Michael Thomas,5.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
Mo Alie-Cox,4.00,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
Nick Boyle,4.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Tyler Eifert,4.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Noah Fant,4.00,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
Leonard Fournette,4.00,0,0,0,0,0,0,1,0,0,0,6,41,0,0,0,0
Mike Gesicki,4.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
Chris Godwin,4.00,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0
Mecole Hardman,4.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
DeMichael Harris,4.00,0,0,0,0,0,0,2,28,0,0,4,27,0,0,0,0
Deonte Harty,4.00,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0
Tyler Lockett,4.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0
Anthony Miller,4.00,0,0,0,0,0,0,0,0,0,0,5,59,0,0,1,0
Darnell Mooney,4.00,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0
Kyle Rudolph,4.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0
Dalton Schultz,4.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Sterling Shepard,4.00,0,0,0,0,0,0,1,18,0,0,6,39,0,0,0,0
Salvon Ahmed,3.00,0,0,0,0,0,0,7,38,0,0,0,0,0,0,0,0
Cole Beasley,3.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0
Christian Blake,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Antonio Brown,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Marquise Brown,3.00,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
Quintez Cephus,3.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
Mike Davis,3.00,0,0,0,0,0,0,1,3,0,0,5,34,0,0,0,0
J.K. Dobbins,3.00,0,0,0,0,0,0,12,30,0,0,2,5,0,0,0,0
Michael Gallup,3.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Jakeem Grant,3.00,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
Hunter Henry,3.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
Nyheim Hines,3.00,0,0,0,0,0,0,2,18,0,0,2,20,0,0,0,0
DeAndre Hopkins,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
David Montgomery,3.00,0,0,0,0,0,0,14,30,0,0,3,12,0,0,1,0
Latavius Murray,3.00,0,0,0,0,0,0,10,39,0,0,2,3,0,0,0,0
Cordarrelle Patterson,3.00,0,0,0,0,0,0,3,13,0,0,4,27,0,0,0,0
Adrian Peterson,3.00,0,0,0,0,0,0,8,29,0,0,3,14,0,0,0,0
Devin Singletary,3.00,0,0,0,0,0,0,2,1,0,0,3,33,0,0,0,0
Willie Snead,3.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0
Adam Thielen,3.00,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0
Chris Thompson,3.00,0,0,0,0,0,0,1,3,0,0,4,35,0,0,0,0
Jordan Wilkins,3.00,0,0,0,0,0,0,11,39,0,0,2,-1,0,0,0,0
Kyle Allen,2.00,7,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Andrews,2.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
Tom Brady,2.00,38,22,209,0,3,0,0,0,0,0,0,0,0,0,0,0
Randall Cobb,2.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0
James Conner,2.00,0,0,0,0,0,0,9,22,0,0,2,-2,0,0,0,0
Jared Cook,2.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,1,0
Will Dissly,2.00,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0
Darren Fells,2.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
Ryan Griffin,2.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
Marvin Hall,2.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
Brian Hill,2.00,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0
Phillip Lindsay,2.00,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,0
Lamical Perine,2.00,0,0,0,0,0,0,6,19,0,0,2,19,0,0,0,0
Riley Ridley,2.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Logan Thomas,2.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
James White,2.00,0,0,0,0,0,0,2,0,0,0,4,24,0,0,0,0
Isaiah Wright,2.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,1,0
Brandon Zylstra,2.00,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0
Jordan Akins,1.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Dan Arnold,1.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Braxton Berrios,1.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
C.J. Board,1.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Miles Boykin,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Michael Burton,1.00,0,0,0,0,0,0,1,1,0,0,1,12,0,0,0,0
Marquez Callaway,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
River Cracraft,1.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Anthony Firkser,1.00,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
D'Onta Foreman,1.00,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0
Russell Gage,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Melvin Gordon,1.00,0,0,0,0,0,0,6,18,0,0,1,9,0,0,0,0
DaeSean Hamilton,1.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
JaMycal Hasty,1.00,0,0,0,0,0,0,4,3,0,0,2,10,0,0,0,0
Andy Isabella,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
David Johnson,1.00,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
Marcus Johnson,1.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Tyler Johnson,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Patrick Laird,1.00,0,0,0,0,0,0,1,-1,0,0,1,17,0,0,0,0
Dion Lewis,1.00,0,0,0,0,0,0,3,5,0,0,2,16,0,0,0,0
Ray Ray McCloud,1.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
